Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File,metric
Extract Method,countplus_normal_all,RandomForest,0.2,85,60,0.744,53,95,5,47,"[""{'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Extract Method,countplus_normal_all,SVM,0.4,64,45,0.5,0,100,0,100,"[""{'C': 0.1, 'kernel': 'rbf'}""]",countplus,normal,all,TP
Extract Superclass,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,Accuracy
Extract Superclass,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Extract Superclass,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TP
Inline Method,countplus_normal_all,LogisticRegression,0.2,13,132,0.652,97,33,67,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,Accuracy
Inline Method,countplus_normal_all,RandomForest,0.2,13,132,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Inline Method,countplus_normal_all,LogisticRegression,0.2,13,132,0.652,97,33,67,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,TP
Move Attribute,countplus_normal_all,LogisticRegression,0.3,8,119,0.615,98,25,75,2,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,Accuracy
Move Attribute,countplus_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Move Attribute,countplus_normal_all,LogisticRegression,0.3,8,119,0.615,98,25,75,2,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,TP
Move Class,countplus_normal_all,LogisticRegression,0.5,13,78,0.63,97,29,71,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,Accuracy
Move Class,countplus_normal_all,RandomForest,0.4,16,93,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Move Class,countplus_normal_all,LogisticRegression,0.5,13,78,0.63,97,29,71,3,"[""{'C': 0.1, 'max"", ""iter': 100}""]",countplus,normal,all,TP
Move Method,countplus_normal_all,RandomForest,0.3,7,120,0.638,94,33,67,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,Accuracy
Move Method,countplus_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Move Method,countplus_normal_all,RandomForest,0.3,7,120,0.638,94,33,67,6,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TP
Pull Up Method,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,normal,all,Accuracy
Pull Up Method,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Pull Up Method,countplus_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",countplus,normal,all,TP
Rename Package,countplus_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,Accuracy
Rename Package,countplus_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TN
Rename Package,countplus_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",countplus,normal,all,TP
Extract Method,countplus_normal_single,RandomForest,0.2,78,50,0.808,67,95,5,33,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",countplus,normal,single,Accuracy
Extract Method,countplus_normal_single,SVM,0.3,69,43,0.721,68,76,24,32,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,TN
Extract Method,countplus_normal_single,RandomForest,0.2,78,50,0.808,67,95,5,33,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",countplus,normal,single,TP
Inline Method,countplus_normal_single,SVM,0.5,7,73,0.887,92,86,14,8,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,Accuracy
Inline Method,countplus_normal_single,RandomForest,0.2,11,117,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,normal,single,TN
Inline Method,countplus_normal_single,SVM,0.5,7,73,0.887,92,86,14,8,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,TP
Move Attribute,countplus_normal_single,SVM,0.4,4,92,0.617,90,33,67,10,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,Accuracy
Move Attribute,countplus_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",countplus,normal,single,TN
Move Attribute,countplus_normal_single,SVM,0.4,4,92,0.617,90,33,67,10,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,TP
Move Class,countplus_normal_single,LogisticRegression,0.2,14,114,0.607,96,25,75,4,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",countplus,normal,single,Accuracy
Move Class,countplus_normal_single,SVM,0.2,14,114,0.5,100,0,100,0,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}""]",countplus,normal,single,TN
Move Class,countplus_normal_single,SVM,0.3,13,99,0.572,74,40,60,26,"[""{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}""]",countplus,normal,single,TP
Extract Method,ngram_PBS_all,RandomForest,0.4,64,37,0.619,45,79,21,55,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ngram,PBS,all,Accuracy
Extract Method,ngram_PBS_all,RandomForest,0.4,64,37,0.619,45,79,21,55,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ngram,PBS,all,TN
Extract Method,ngram_PBS_all,SVM,0.2,85,37,0.547,18,91,9,82,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,all,TP
Extract Superclass,ngram_PBS_all,LogisticRegression,0.3,5,10,0.687,71,67,33,29,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,Accuracy
Extract Superclass,ngram_PBS_all,LogisticRegression,0.4,4,8,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,TN
Extract Superclass,ngram_PBS_all,SVM,0.3,5,10,0.644,62,67,33,38,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,all,TP
Inline Method,ngram_PBS_all,SVM,0.4,9,18,0.878,76,100,0,24,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,all,Accuracy
Inline Method,ngram_PBS_all,SVM,0.3,11,22,0.724,85,60,40,15,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,all,TN
Inline Method,ngram_PBS_all,SVM,0.4,9,18,0.878,76,100,0,24,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,all,TP
Move Attribute,ngram_PBS_all,RandomForest,0.4,7,14,0.643,69,60,40,31,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,PBS,all,Accuracy
Move Attribute,ngram_PBS_all,LogisticRegression,0.2,9,18,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,TN
Move Attribute,ngram_PBS_all,RandomForest,0.4,7,14,0.643,69,60,40,31,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,PBS,all,TP
Move Class,ngram_PBS_all,LogisticRegression,0.2,21,42,0.868,90,83,17,10,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,Accuracy
Move Class,ngram_PBS_all,SVM,0.4,16,32,0.744,94,55,45,6,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,all,TN
Move Class,ngram_PBS_all,LogisticRegression,0.2,21,42,0.868,90,83,17,10,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,TP
Move Method,ngram_PBS_all,RandomForest,0.3,7,14,0.808,95,67,33,5,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ngram,PBS,all,Accuracy
Move Method,ngram_PBS_all,LogisticRegression,0.2,8,16,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,all,TN
Move Method,ngram_PBS_all,RandomForest,0.3,7,14,0.808,95,67,33,5,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ngram,PBS,all,TP
Pull Up Method,ngram_PBS_all,SVM,0.2,6,12,0.5,100,0,100,0,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,all,Accuracy
Pull Up Method,ngram_PBS_all,SVM,0.2,6,12,0.5,100,0,100,0,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,all,TN
Pull Up Method,ngram_PBS_all,RandomForest,0.2,6,12,0.355,71,0,100,29,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",ngram,PBS,all,TP
Rename Package,ngram_PBS_all,SVM,0.3,4,8,0.973,95,100,0,5,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,all,Accuracy
Rename Package,ngram_PBS_all,RandomForest,0.5,3,6,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ngram,PBS,all,TN
Rename Package,ngram_PBS_all,RandomForest,0.2,5,10,0.936,87,100,0,13,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,PBS,all,TP
Extract Method,ngram_PBS_single,LogisticRegression,0.5,49,31,0.719,58,86,14,42,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,single,Accuracy
Extract Method,ngram_PBS_single,RandomForest,0.5,49,31,0.658,58,73,27,42,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",ngram,PBS,single,TN
Extract Method,ngram_PBS_single,SVM,0.3,68,31,0.628,29,97,3,71,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,single,TP
Inline Method,ngram_PBS_single,RandomForest,0.3,9,18,0.918,84,100,0,16,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ngram,PBS,single,Accuracy
Inline Method,ngram_PBS_single,SVM,0.2,11,22,0.781,90,67,33,10,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ngram,PBS,single,TN
Inline Method,ngram_PBS_single,RandomForest,0.3,9,18,0.918,84,100,0,16,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ngram,PBS,single,TP
Move Attribute,ngram_PBS_single,LogisticRegression,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,single,Accuracy
Move Attribute,ngram_PBS_single,LogisticRegression,0.2,5,10,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,PBS,single,TN
Move Attribute,ngram_PBS_single,RandomForest,0.2,5,10,0.336,67,0,100,33,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,PBS,single,TP
Move Class,ngram_PBS_single,SVM,0.2,14,28,0.836,92,75,25,8,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,single,Accuracy
Move Class,ngram_PBS_single,SVM,0.2,14,28,0.836,92,75,25,8,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,PBS,single,TN
Move Class,ngram_PBS_single,RandomForest,0.2,14,28,0.708,67,75,25,33,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ngram,PBS,single,TP
Extract Method,ngram_normal_all,LogisticRegression,0.2,85,60,0.767,53,100,0,47,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,all,Accuracy
Extract Method,ngram_normal_all,RandomForest,0.2,85,60,0.742,67,82,18,33,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ngram,normal,all,TN
Extract Method,ngram_normal_all,SVM,0.2,85,60,0.667,33,100,0,67,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,normal,all,TP
Extract Superclass,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,Accuracy
Extract Superclass,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,TN
Extract Superclass,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,TP
Inline Method,ngram_normal_all,RandomForest,0.5,8,83,0.651,93,38,62,7,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ngram,normal,all,Accuracy
Inline Method,ngram_normal_all,RandomForest,0.2,13,132,0.5,100,0,100,0,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ngram,normal,all,TN
Inline Method,ngram_normal_all,RandomForest,0.5,8,83,0.651,93,38,62,7,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ngram,normal,all,TP
Move Attribute,ngram_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ngram,normal,all,Accuracy
Move Attribute,ngram_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ngram,normal,all,TN
Move Attribute,ngram_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ngram,normal,all,TP
Move Class,ngram_normal_all,RandomForest,0.2,22,123,0.669,94,40,60,6,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,all,Accuracy
Move Class,ngram_normal_all,LogisticRegression,0.3,19,108,0.489,98,0,100,2,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,all,TN
Move Class,ngram_normal_all,RandomForest,0.2,22,123,0.669,94,40,60,6,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,all,TP
Move Method,ngram_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,all,Accuracy
Move Method,ngram_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,all,TN
Move Method,ngram_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,all,TP
