Refactoring Type,Source File,Model,Split,Pos Train,Neg Train,Accuracy,TN,TP,FN,FP,Model Params,Approach,Type Split,Type File,metric
Pull Up Method,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,Accuracy
Pull Up Method,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,TN
Pull Up Method,ngram_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,all,TP
Rename Package,ngram_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ngram,normal,all,Accuracy
Rename Package,ngram_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ngram,normal,all,TN
Rename Package,ngram_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ngram,normal,all,TP
Extract Method,ngram_normal_single,LogisticRegression,0.3,69,43,0.851,74,97,3,26,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,single,Accuracy
Extract Method,ngram_normal_single,RandomForest,0.3,69,43,0.782,74,83,17,26,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 100}""]",ngram,normal,single,TN
Extract Method,ngram_normal_single,LogisticRegression,0.5,49,31,0.748,52,98,2,48,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,single,TP
Inline Method,ngram_normal_single,RandomForest,0.4,8,88,0.641,95,33,67,5,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,single,Accuracy
Inline Method,ngram_normal_single,LogisticRegression,0.2,11,117,0.5,100,0,100,0,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,single,TN
Inline Method,ngram_normal_single,RandomForest,0.2,11,117,0.632,93,33,67,7,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ngram,normal,single,TP
Move Attribute,ngram_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,single,Accuracy
Move Attribute,ngram_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,single,TN
Move Attribute,ngram_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ngram,normal,single,TP
Move Class,ngram_normal_single,LogisticRegression,0.5,9,71,0.743,93,56,44,7,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ngram,normal,single,Accuracy
Move Class,ngram_normal_single,SVM,0.4,11,85,0.563,98,14,86,2,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",ngram,normal,single,TN
Move Class,ngram_normal_single,SVM,0.3,13,99,0.742,88,60,40,12,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}""]",ngram,normal,single,TP
Extract Method,ratio_PBS_all,RandomForest,0.5,53,37,0.654,47,83,17,53,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratio,PBS,all,Accuracy
Extract Method,ratio_PBS_all,RandomForest,0.5,53,37,0.654,47,83,17,53,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 200}""]",ratio,PBS,all,TN
Extract Method,ratio_PBS_all,LogisticRegression,0.2,85,37,0.563,26,86,14,74,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,TP
Extract Superclass,ratio_PBS_all,SVM,0.4,4,8,0.727,70,75,25,30,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,all,Accuracy
Extract Superclass,ratio_PBS_all,LogisticRegression,0.4,4,8,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,TN
Extract Superclass,ratio_PBS_all,SVM,0.4,4,8,0.727,70,75,25,30,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,all,TP
Inline Method,ratio_PBS_all,RandomForest,0.5,8,16,0.739,85,62,38,15,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratio,PBS,all,Accuracy
Inline Method,ratio_PBS_all,RandomForest,0.2,12,24,0.562,87,25,75,13,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 300}""]",ratio,PBS,all,TN
Inline Method,ratio_PBS_all,RandomForest,0.5,8,16,0.739,85,62,38,15,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 200}""]",ratio,PBS,all,TP
Move Attribute,ratio_PBS_all,SVM,0.2,9,18,0.698,73,67,33,27,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,all,Accuracy
Move Attribute,ratio_PBS_all,LogisticRegression,0.2,9,18,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,TN
Move Attribute,ratio_PBS_all,RandomForest,0.2,9,18,0.685,70,67,33,30,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,PBS,all,TP
Move Class,ratio_PBS_all,LogisticRegression,0.2,21,42,0.798,93,67,33,7,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,Accuracy
Move Class,ratio_PBS_all,LogisticRegression,0.3,18,36,0.748,94,56,44,6,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,TN
Move Class,ratio_PBS_all,SVM,0.5,13,26,0.774,69,86,14,31,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,all,TP
Move Method,ratio_PBS_all,RandomForest,0.2,8,16,0.715,93,50,50,7,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,PBS,all,Accuracy
Move Method,ratio_PBS_all,SVM,0.3,7,14,0.5,100,0,100,0,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",ratio,PBS,all,TN
Move Method,ratio_PBS_all,RandomForest,0.2,8,16,0.715,93,50,50,7,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,PBS,all,TP
Pull Up Method,ratio_PBS_all,SVM,0.3,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",ratio,PBS,all,Accuracy
Pull Up Method,ratio_PBS_all,SVM,0.3,5,10,0.5,100,0,100,0,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}""]",ratio,PBS,all,TN
Pull Up Method,ratio_PBS_all,RandomForest,0.2,6,12,0.392,78,0,100,22,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,PBS,all,TP
Rename Package,ratio_PBS_all,LogisticRegression,0.3,4,8,0.967,93,100,0,7,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,Accuracy
Rename Package,ratio_PBS_all,LogisticRegression,0.5,3,6,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,all,TN
Rename Package,ratio_PBS_all,RandomForest,0.2,5,10,0.933,87,100,0,13,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 50}""]",ratio,PBS,all,TP
Extract Method,ratio_PBS_single,SVM,0.3,68,31,0.674,55,80,20,45,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,single,Accuracy
Extract Method,ratio_PBS_single,SVM,0.4,58,31,0.644,61,68,32,39,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,single,TN
Extract Method,ratio_PBS_single,LogisticRegression,0.3,68,31,0.66,39,93,7,61,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,TP
Inline Method,ratio_PBS_single,LogisticRegression,0.4,8,16,0.803,94,67,33,6,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,Accuracy
Inline Method,ratio_PBS_single,SVM,0.5,7,14,0.759,95,57,43,5,"[""{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,PBS,single,TN
Inline Method,ratio_PBS_single,SVM,0.4,8,16,0.768,87,67,33,13,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}""]",ratio,PBS,single,TP
Move Attribute,ratio_PBS_single,LogisticRegression,0.2,5,10,0.586,67,50,50,33,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,Accuracy
Move Attribute,ratio_PBS_single,LogisticRegression,0.3,4,8,0.5,100,0,100,0,"[""{'C': 0.01, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,TN
Move Attribute,ratio_PBS_single,LogisticRegression,0.2,5,10,0.586,67,50,50,33,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,TP
Move Class,ratio_PBS_single,LogisticRegression,0.2,14,28,0.84,93,75,25,7,"[""{'C': 10, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,Accuracy
Move Class,ratio_PBS_single,LogisticRegression,0.2,14,28,0.84,93,75,25,7,"[""{'C': 10, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,PBS,single,TN
Move Class,ratio_PBS_single,RandomForest,0.2,14,28,0.757,76,75,25,24,"[""{'bootstrap': False, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,PBS,single,TP
Extract Method,ratio_normal_all,LogisticRegression,0.2,85,60,0.711,47,95,5,53,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,all,Accuracy
Extract Method,ratio_normal_all,RandomForest,0.2,85,60,0.641,60,68,32,40,"[""{'bootstrap': False, 'max"", ""depth': 10, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 5, 'n"", ""estimators': 100}""]",ratio,normal,all,TN
Extract Method,ratio_normal_all,LogisticRegression,0.2,85,60,0.711,47,95,5,53,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,all,TP
Extract Superclass,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,Accuracy
Extract Superclass,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,TN
Extract Superclass,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,TP
Inline Method,ratio_normal_all,SVM,0.2,13,132,0.652,97,33,67,3,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}""]",ratio,normal,all,Accuracy
Inline Method,ratio_normal_all,LogisticRegression,0.2,13,132,0.5,100,0,100,0,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,all,TN
Inline Method,ratio_normal_all,SVM,0.5,8,83,0.645,92,38,62,8,"[""{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,normal,all,TP
Move Attribute,ratio_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,all,Accuracy
Move Attribute,ratio_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,all,TN
Move Attribute,ratio_normal_all,RandomForest,0.2,10,135,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,all,TP
Move Class,ratio_normal_all,SVM,0.5,13,78,0.685,87,50,50,13,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",ratio,normal,all,Accuracy
Move Class,ratio_normal_all,RandomForest,0.3,19,108,0.489,98,0,100,2,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 2, 'min"", 'samples', ""split': 10, 'n"", ""estimators': 50}""]",ratio,normal,all,TN
Move Class,ratio_normal_all,SVM,0.5,13,78,0.685,87,50,50,13,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'sigmoid'}""]",ratio,normal,all,TP
Move Method,ratio_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,Accuracy
Move Method,ratio_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,TN
Move Method,ratio_normal_all,RandomForest,0.2,8,137,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 300}""]",ratio,normal,all,TP
Pull Up Method,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,normal,all,Accuracy
Pull Up Method,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,normal,all,TN
Pull Up Method,ratio_normal_all,RandomForest,0.2,6,139,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,normal,all,TP
Rename Package,ratio_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,normal,all,Accuracy
Rename Package,ratio_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,normal,all,TN
Rename Package,ratio_normal_all,RandomForest,0.2,6,139,1.0,100,100,0,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 200}""]",ratio,normal,all,TP
Extract Method,ratio_normal_single,SVM,0.3,69,43,0.826,79,86,14,21,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,normal,single,Accuracy
Extract Method,ratio_normal_single,SVM,0.3,69,43,0.826,79,86,14,21,"[""{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,normal,single,TN
Extract Method,ratio_normal_single,LogisticRegression,0.4,59,37,0.674,40,95,5,60,"[""{'C': 10, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,single,TP
Inline Method,ratio_normal_single,SVM,0.4,8,88,0.764,86,67,33,14,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,normal,single,Accuracy
Inline Method,ratio_normal_single,LogisticRegression,0.2,11,117,0.5,100,0,100,0,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,single,TN
Inline Method,ratio_normal_single,SVM,0.4,8,88,0.764,86,67,33,14,"[""{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}""]",ratio,normal,single,TP
Move Attribute,ratio_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,single,Accuracy
Move Attribute,ratio_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,single,TN
Move Attribute,ratio_normal_single,RandomForest,0.2,6,122,0.5,100,0,100,0,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 1, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 100}""]",ratio,normal,single,TP
Move Class,ratio_normal_single,LogisticRegression,0.5,9,71,0.743,93,56,44,7,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,single,Accuracy
Move Class,ratio_normal_single,RandomForest,0.4,11,85,0.545,95,14,86,5,"[""{'bootstrap': True, 'max"", ""depth': None, 'min"", 'samples', ""leaf': 4, 'min"", 'samples', ""split': 2, 'n"", ""estimators': 50}""]",ratio,normal,single,TN
Move Class,ratio_normal_single,LogisticRegression,0.5,9,71,0.743,93,56,44,7,"[""{'C': 100, 'max"", ""iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}""]",ratio,normal,single,TP
